_id,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,ltable_price_US,ltable_hull_material,rtable_Length_ft,rtable_make_model,rtable_seller,rtable_location,rtable_year,rtable_price_US,rtable_hull_material
2255850,22,Grady-White.225 Tournament,Long Island Marine Group,"Northport, New York",1996,19900,Fiberglass,22,Grady White 225 Tournament,"Long Island Marine Group
   ","Northport, NY",1996,19900,Fiberglass
2257880,22,Hurricane.2200 Sundeck,Hideaway Yacht Sales,"Harrison Twn., Michigan",2016,47900,Fiberglass,22,Hurricane 2200 Sundeck,"Hideaway Yacht Sales
   ","Harrison Twn., MI",2016,47900,Fiberglass
2261480,22,Hydroswift Titus.Sport 226 Pro Bowrider,Executive Boat & Yacht Brokerage,"Salt Lake City, Utah",2006,17900,Fiberglass,22,Crownline 220 LS Bowrider,"Executive Boat & Yacht Brokerage
   ","Salt Lake City, UT",2006,26900,Fiberglass
2262346,22,Larson.Lxi 226,Platinum Marine,"AUSTIN, Texas",2001,11900,Fiberglass,22,Larson 226 LXI,"Platinum Marine
   ","AUSTIN, TX",2001,11900,Fiberglass
2262760,22,Larson.Senza 226,Jefferson Beach Yacht Sales,"St. Clair Shores, Michigan",2006,23900,Fiberglass,22,Larson Senza 226,"Jefferson Beach Yacht Sales
   ","St. Clair Shores, MI",2006,23900,Fiberglass
2263953,22,Larson.LXi 228,Amity Harbor Marine Inc,"Amityville, New York",2006,17995,Fiberglass,22,Larson 228 LXI,"Amity Harbor Marine Inc
   ","Amityville, NY",2006,17995,Fiberglass
2264752,22,Larson.LXi 228 with 119 HRS,Brightwater Yacht Brokers Inc.,"Brick, New Jersey",2005,15500,Fiberglass,22,Larson LXi 228 with 119 HRS,"Brightwater Yacht Brokers Inc.
   ","Brick, NJ",2005,15500,Fiberglass
2265975,22,Hydroswift.226 Sport Bowrider,Executive Boat & Yacht Brokerage,"Salt Lake City, Utah",2002,14900,Fiberglass,22,Hydroswift 226 Sport Bowrider,"Executive Boat & Yacht Brokerage
   ","Salt Lake City, UT",2002,14900,Fiberglass
2281706,22,Monterey.218 SS,Marine Sales & Service,"Louisville, Kentucky",2015,Request Price,Fiberglass,22,Monterey 218 SS,"Marine Sales & Service
   ","Louisville, KY",2015,Call for Price,Fiberglass
2285335,22,Maxum.2200 SR3,Aquarius Boat Sales,"Monmouth County, New Jersey",2005,19900,Fiberglass,22,Maxum 2200 SR3,"Aquarius Boat Sales
   ","Monmouth County, NJ",2005,19900,Fiberglass
2286131,22,Maxum.2200 SR3,Allen Harbor Marine Service Inc.,"Harwich Port, Massachusetts",2007,21000,Fiberglass,22,Maxum 2200 SR3,"Allen Harbor Marine Service Inc.
   ","Harwich Port, MA",2007,21000,Fiberglass
2286928,22,Mastercraft.X-Star SS,Off The Hook Yacht Sales,"Wilmington, North Carolina",2010,52900,Fiberglass,22,Mastercraft X-Star SS,"Off The Hook Yacht Sales
   ","Wilmington, NC",2010,52900,Fiberglass
2289764,22,Monterey.224 FS,North Florida Yacht Sales,"Jacksonville, Florida",2017,Request Price,Fiberglass,22,Monterey 224 FS,"North Florida Yacht Sales
   ","Jacksonville, FL",2017,Call for Price,Fiberglass
2295037,22,Sea Ray.210 Sundeck,Longshore Boats,"Charleston, South Carolina",2008,29700,Fiberglass,22,Sea Ray 210 Sundeck,"Longshore Boats
   ","Charleston, SC",2008,29700,Fiberglass
2299483,22,Sea Ray.215 Weekender,MarineMax Norwalk,"Norwalk, Connecticut",2004,21595,Fiberglass,22,Sea Ray 215 Weekender,"MarineMax Inc.
   ","Norwalk, CT",2004,21595,Fiberglass
2299882,22,Sea Ray.22 Pachanga,MarineMax Houston,"Seabrook, Texas",2010,49900,Fiberglass,22,Sea Ray 22 Pachanga,"MarineMax Inc.
   ","Seabrook, TX",2010,49900,Fiberglass
2300746,22,Sea Ray.SDX 220,MarineMax Orlando,"Orlando, Florida",2017,Request Price,Fiberglass,22,Sea Ray SDX 220,"MarineMax Inc.
   ","Orlando, FL",2017,Call for Price,Fiberglass
2301161,22,Sea Ray.SDX 220,MarineMax Lake Conroe,"Montgomery, Texas",2017,Request Price,Fiberglass,22,Sea Ray SDX 220,"MarineMax Inc.
   ","Montgomery, TX",2017,Call for Price,Fiberglass
2301962,22,Sea Ray.SDX 220 OB,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2017,Request Price,Fiberglass,22,Sea Ray SDX 220 OB,"MarineMax Inc.
   ","Ship Bottom, NJ",2017,Call for Price,Fiberglass
2302361,22,Sea Ray.SDX 220 OB,MarineMax Brick,"Brick, New Jersey",2017,Request Price,Fiberglass,22,Sea Ray SDX 220 OB,"MarineMax Inc.
   ","Brick, NJ",2017,Call for Price,Fiberglass
2302769,22,Sea Ray.SDX 220 OB,MarineMax Panama City,"Panama City Beach, Florida",2017,Request Price,Fiberglass,22,Sea Ray SDX 220 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017,Call for Price,Fiberglass
2303158,22,Sea Ray.SDX 220,MarineMax Long Island,"Lindenhurst, New York",2017,Request Price,Fiberglass,22,Sea Ray SDX 220,"MarineMax Inc.
   ","Lindenhurst, NY",2017,Call for Price,Fiberglass
2303173,22,Sea Ray.SDX 220,MarineMax Long Island,"Lindenhurst, New York",2017,Request Price,Fiberglass,22,Sea Ray SDX 220,"MarineMax Inc.
   ","Lindenhurst, NY",2017,Call for Price,Fiberglass
2303561,22,Sea Ray.SDX 220,MarineMax Long Island,"Lindenhurst, New York",2017,Request Price,Fiberglass,22,Sea Ray SDX 220,"MarineMax Inc.
   ","Lindenhurst, NY",2017,Call for Price,Fiberglass
2303576,22,Sea Ray.SDX 220,MarineMax Long Island,"Lindenhurst, New York",2017,Request Price,Fiberglass,22,Sea Ray SDX 220,"MarineMax Inc.
   ","Lindenhurst, NY",2017,Call for Price,Fiberglass
2303981,22,Sea Ray.SDX 220,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2017,Request Price,Fiberglass,22,Sea Ray SDX 220,"MarineMax Inc.
   ","Ship Bottom, NJ",2017,Call for Price,Fiberglass
2304379,22,Sea Ray.SDX 220,MarineMax Rogers,"Rogers, Minnesota",2017,Request Price,Fiberglass,22,Sea Ray SDX 220,"MarineMax Inc.
   ","Rogers, MN",2017,Call for Price,Fiberglass
2305116,22,Sea Ray.220 Sundeck,B & E Marine,"Michigan City, Indiana",2017,Request Price,Fiberglass,22,Sea Ray 220 Sundeck,"B & E Marine, Inc.
   ","Michigan City, IN",2017,Call for Price,Fiberglass
2305592,22,Sea Ray.SDX 220,MarineMax Baltimore,"Baltimore, Maryland",2017,Request Price,Fiberglass,22,Sea Ray SDX 220,"MarineMax Inc.
   ","Baltimore, MD",2017,Call for Price,Fiberglass
2306392,22,Sea Ray.SDX 220 OB,MarineMax Stuart,"Stuart, Florida",2017,Request Price,Fiberglass,22,Sea Ray SDX 220 OB,"MarineMax Inc.
   ","Stuart, FL",2017,Call for Price,Fiberglass
2307177,22,Sea Ray.220 Sundeck Outboard,MarineMax Clearwater,"Clearwater, Florida",2016,Request Price,Fiberglass,22,Sea Ray 220 Sundeck Outboard,"MarineMax Inc.
   ","Clearwater, FL",2016,Call for Price,Fiberglass
2307587,22,Sea Ray.220 Sundeck,Irish Boat Shop - Harbor Springs,"Northern, Michigan",2016,Request Price,Fiberglass,22,Sea Ray 220 Sundeck,"Irish Boat Shop
   ","Northern, MI",2016,Call for Price,Fiberglass
2307937,22,Sea Ray.220 Sundeck,"B & E Marine, Inc.","Michigan City, Indiana",2017,Request Price,Fiberglass,22,Sea Ray 220 Sundeck,"B & E Marine, Inc.
   ","Michigan City, IN",2017,Call for Price,Fiberglass
2308008,22,Sea Ray.220 Sundeck,"B & E Marine, Inc.","Michigan City, Indiana",2017,Request Price,Fiberglass,22,Sea Ray SDX 220 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017,Call for Price,Fiberglass
2308404,22,Sea Ray.220 Sundeck Outboard,Hall Marine Group-Sea Ray of Savannah,"Savannah, Georgia",2016,Request Price,Fiberglass,22,Sea Ray 220 Sundeck Outboard,"Hall Marine Group
   ","Savannah, GA",2016,Call for Price,Fiberglass
2309161,22,Sea Ray.220 Sundeck,MarineMax Dallas,"Lewisville, Texas",2016,Request Price,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Lewisville, TX",2016,Call for Price,Fiberglass
2309562,22,Sea Ray.220 Sundeck,MarineMax Somers Point,"Somers Point, New Jersey",2016,Request Price,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Somers Point, NJ",2016,Call for Price,Fiberglass
2310362,22,Sea Ray.220 Sundeck,MarineMax Lake Hopatcong,"Lake Hopatcong, New Jersey",2016,Request Price,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Lake Hopatcong, NJ",2016,Call for Price,Fiberglass
2310818,22,Sea Ray.220 Sundeck Outboard,Hall Marine Group-Sea Ray of Greenville,United States,2017,Request Price,Fiberglass,22,Sea Ray 220 Sundeck Outboard,"Hall Marine Group
   ",United States,2017,,Fiberglass
2311578,22,Sea Ray.220 Sundeck,Clarks Landing Yacht Sales - Shady Side,"Chester, Maryland",2017,Request Price,Fiberglass,22,Sea Ray 220 Sundeck,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Chester, MD",2017,Call for Price,Fiberglass
2312779,22,Sea Ray.220 Sundeck,MarineMax Lake Conroe,"Montgomery, Texas",2016,Request Price,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Montgomery, TX",2016,Call for Price,Fiberglass
2313198,22,Sea Ray.220 Sundeck,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2013,50000,Fiberglass,22,Sea Ray 220 Sundeck,"Fox Chapel Marine
   ","Pittsburgh, PA",2013,50000,Fiberglass
2313603,22,Sea Ray.220 Sundeck,MarineMax Pompano,"Pompano Beach, Florida",2015,49508,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Pompano Beach, FL",2015,49508,Fiberglass
2314404,22,Sea Ray.220 Sundeck,"B & E Marine, Inc.","Michigan City, Indiana",2012,44900,Fiberglass,22,Sea Ray 220 Sundeck,"B & E Marine, Inc.
   ","Michigan City, IN",2012,44900,Fiberglass
2315210,22,Sea Ray.220 Sundeck,B & E Marine,"Michigan City, Indiana",2012,44900,Fiberglass,22,Sea Ray 220 Sundeck,"B & E Marine, Inc.
   ","Michigan City, IN",2012,44900,Fiberglass
2316428,22,Sea Ray.220 Sundeck,Irish Boat Shop - Harbor Springs,"Harbor Springs, Michigan",2014,49900,Fiberglass,22,Sea Ray 220 Sundeck,"Irish Boat Shop
   ","Harbor Springs, MI",2014,49900,Fiberglass
2316829,22,Sea Ray.220 Sundeck,Knoxville Yacht Sales,"Knoxville, Tennessee",2014,38500,Fiberglass,22,Sea Ray 220 Sundeck,"Knoxville Yacht Sales
   ","Knoxville, TN",2014,38500,Fiberglass
2317209,22,Sea Ray.220 Sundeck,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2014,Request Price,Fiberglass,22,Sea Ray 220 SD,"Fox Chapel Marine
   ","Pittsburgh, PA",2014,,Fiberglass
2318480,22,Sea Ray.220 Sundeck Outboard,"Intracoastal Yacht Sales of Little River, SC","Ft. Myers, Florida",2015,59000,Fiberglass,22,Sea Ray 220 Sundeck Outboard,"Intracoastal Yacht Sales
   ","Ft. Myers, FL",2015,59000,Fiberglass
2318826,22,Sea Ray.220 Sundeck,Captain's Choice of Pickwick,"Pickwick Lake, TN, Mississippi",2015,69900,Fiberglass,22,Sea Ray 220 Sundeck,"Captain's Choice of Pickwick
   ","Pickwick Lake, TN, MS",2015,69900,Fiberglass
2319283,22,Sea Ray.220 Sundeck Outboard,Hyannis Marina,"Hyannis, Massachusetts",2015,Request Price,Fiberglass,22,Sea Ray 220 Sundeck Outboard,"Hyannis Marina
   ","Hyannis, MA",2015,1,Fiberglass
2320064,22,Sea Ray.220 Sundeck,MarineMax Jacksonville at Beach Marine,"Jacksonville, Florida",2010,36900,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Jacksonville, FL",2010,36900,Fiberglass
2320465,22,Sea Ray.220 Sundeck,MarineMax Russo Danvers,"Danvers, Massachusetts",2010,35265,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Danvers, MA",2010,35265,Fiberglass
2321267,22,Sea Ray.220 Sundeck,MarineMax Warwick,"Warwick, Rhode Island",2008,31490,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Warwick, RI",2008,31490,Fiberglass
2322477,22,Sea Ray.220 Sundeck,MarineMax Norwalk,"Norwalk, Connecticut",2008,32900,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Norwalk, CT",2008,32900,Fiberglass
2323658,22,Sea Ray.220 Bow Rider,Seaport Yacht Sales,United States,2011,45900,Fiberglass,22,Sea Ray 220 Bow Rider,"Seaport Yacht Sales
   ",United States,2011,45900,Fiberglass
2324090,22,Sea Ray.220 Sundeck,Nautical Ventures,"Dania beach, Florida",2007,29990,Fiberglass,22,Sea Ray 220 Sundeck,"Nautical Ventures
   ","Dania beach, FL",2007,29990,Fiberglass
2324487,22,Sea Ray.220 Sundeck,Southpaw Yacht Sales,"GREENWICH, Connecticut",2012,29999,Fiberglass,22,Sea Ray 220 Sundeck,"Southpaw Yacht Sales
   ","GREENWICH, CT",2012,29999,Fiberglass
2326111,22,Sea Ray.220 Sundeck,MarineMax Wrightsville Beach,"WILMINGTON, North Carolina",2005,22995,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","WILMINGTON, NC",2005,22995,Fiberglass
2327686,22,Sea Ray.220 Select,MarineMax Westbrook,"Westbrook, Connecticut",2005,19995,Fiberglass,22,Sea Ray 220 Select,"MarineMax Inc.
   ","Westbrook, CT",2005,19995,Fiberglass
2328923,22,Sea Ray.220 Sundeck,Robert Christopher Yacht Sales-Main Office,"Old Saybrook, Connecticut",2006,29900,Fiberglass,22,Sea Ray 220 Sundeck,"Robert Christopher Yacht Sales
   ","Old Saybrook, CT",2006,29900,Fiberglass
2328935,22,Sea Ray.220 Sundeck,Robert Christopher Yacht Sales-Main Office,"Old Saybrook, Connecticut",2006,29900,Fiberglass,22,Sea Ray 220 Sundeck,"Jensen Yacht Sales, LLC
   ","Old Saybrook, CT",2006,25500,Fiberglass
2329729,22,Sea Ray.220 Sundeck,"Jensen Yacht Sales, LLC","Old Saybrook, Connecticut",2006,25500,Fiberglass,22,Sea Ray 220 Sundeck,"Robert Christopher Yacht Sales
   ","Old Saybrook, CT",2006,29900,Fiberglass
2329741,22,Sea Ray.220 Sundeck,"Jensen Yacht Sales, LLC","Old Saybrook, Connecticut",2006,25500,Fiberglass,22,Sea Ray 220 Sundeck,"Jensen Yacht Sales, LLC
   ","Old Saybrook, CT",2006,25500,Fiberglass
2330952,22,Sea Ray.220 Sundeck,Sundance Marine USA,"Fort Lauderdale, Florida",2007,24995,Fiberglass,22,Sea Ray 220 Sundeck,"Sundance Marine USA
   ","Fort Lauderdale, FL",2007,24995,Fiberglass
2332966,22,Sea Ray.220 Sundeck,"Class Sea Yachts, Inc.","St Petersburg, Florida",2005,25900,Fiberglass,22,Sea Ray 220 Sundeck,"Class Sea Yachts, Inc.
   ","St Petersburg, FL",2005,25900,Fiberglass
2333366,22,Sea Ray.220 Sundeck,"Prestige Yacht Sales, Inc.","Brick, New Jersey",2004,24900,Fiberglass,22,Sea Ray 220 Sundeck,"Prestige Yacht Sales, Inc.
   ","Brick, NJ",2004,24900,Fiberglass
2334582,22,Sea Ray.220 Sundeck,Seaport Yacht Sales,"Toms River, New Jersey",2004,22900,Fiberglass,22,Sea Ray 220 Sundeck,"Seaport Yacht Sales
   ","Toms River, NJ",2004,22900,Fiberglass
2334979,22,Sea Ray.220 Sundeck,Knot 10 Yacht Sales,"Kent Island, Maryland",2004,23900,Fiberglass,22,Sea Ray 220 Sundeck,"Knot 10 Yacht Sales
   ","Kent Island, MD",2004,23900,Fiberglass
2335386,22,Sea Ray.220 Sundeck,Pennybridge Marine,"Stony Point , New York",2005,26200,Fiberglass,22,Sea Ray 220 Sundeck,"Pennybridge Marine
   ","Stony Point , NY",2005,26200,Fiberglass
2336551,22,Sea Ray.220 Select,Commonwealth Boat Brokers,"Ashland, Virginia",2005,21900,Fiberglass,22,Sea Ray 220 Select,"Commonwealth Boat Brokers
   ","Ashland, VA",2005,21900,Fiberglass
2336951,22,Sea Ray.220 Bow Rider,Platinum Marine,"AUSTIN, Texas",1995,12500,Fiberglass,22,Sea Ray 220 Bow Rider,"Platinum Marine
   ","AUSTIN, TX",1995,12500,Fiberglass
2338621,22,Sea Ray.220 Sundeck,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2003,21250,Fiberglass,22,Sea Ray 220 Sundeck,"MarineMax Inc.
   ","Ship Bottom, NJ",2003,21250,Fiberglass
2341370,22,Regal.22 FasDeck ESX,Grand Bay Marine,"Traverse City, Michigan",2017,Request Price,Fiberglass,22,Regal 22 FasDeck ESX,"Grand Bay Marine
   ","Traverse City, MI",2017,Call for Price,Fiberglass
2342569,22,Regal.2120 Regal,MarineMax Branson,"Branson, Missouri",2007,24900,Fiberglass,22,Regal 2120,"MarineMax Inc.
   ","Branson, MO",2007,24900,Fiberglass
2343388,22,Regal.22 FasDeck ESX,Strong's Marine,"Port Washington, New York",2016,Request Price,Fiberglass,22,Regal 22 FasDeck ESX,"Strong's Marine
   ","Port Washington, NY",2016,Call for Price,Fiberglass
2343862,22,Sea Ray.270 Sundeck,"B & E Marine, Inc.","Michigan City, Indiana",2017,Request Price,Fiberglass,22,Sea Ray 270 Sundeck,"B & E Marine, Inc.
   ","Michigan City, IN",2017,Call for Price,Fiberglass
2343875,22,Sea Ray.270 Sundeck,"B & E Marine, Inc.","Michigan City, Indiana",2017,Request Price,Fiberglass,22,Sea Ray SDX 220 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017,Call for Price,Fiberglass
2344266,22,Sea Ray.2200 Sun Deck ,Sunrise Marine,"Mary Esther, Florida",2015,51999,Fiberglass,22,Sea Ray 2200 Sun Deck,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2015,51999,Fiberglass
2345398,22,Regal.2200 Regal,Port of Egypt Marine,"Southold, New York",2009,29000,Fiberglass,22,Regal 2200,"Port of Egypt Marine
   ","Southold, NY",2009,29000,Fiberglass
2347411,22,Regal.2200 Bowrider,AM PM MARINE,"Pasadena, Maryland",2010,35195,Fiberglass,22,Regal 2200 Bowrider,"AM PM MARINE
   ","Pasadena, MD",2010,35195,Fiberglass
2348206,22,Regal.22 FasDeck,Sundance Marine USA,"Pompano Beach, Florida",2016,Request Price,Fiberglass,22,Regal 22 FasDeck,"Sundance Marine USA
   ","Pompano Beach, FL",2016,Call for Price,Fiberglass
2348208,22,Regal.22 FasDeck,Sundance Marine USA,"Pompano Beach, Florida",2016,Request Price,Fiberglass,22,Regal 22 FasDeck,"Sundance Marine USA
   ","Pompano Beach, FL",2016,Call for Price,Fiberglass
2350221,22,Regal.22 FasDeck,Sundance Marine USA,"Pompano Beach, Florida",2016,Request Price,Fiberglass,22,Regal 22 FasDeck,"Sundance Marine USA
   ","Pompano Beach, FL",2016,Call for Price,Fiberglass
2350223,22,Regal.22 FasDeck,Sundance Marine USA,"Pompano Beach, Florida",2016,Request Price,Fiberglass,22,Regal 22 FasDeck,"Sundance Marine USA
   ","Pompano Beach, FL",2016,Call for Price,Fiberglass
2353862,22,Regal.22FD FasDeck,PETZOLD'S MARINE CENTER,"PORTLAND, Connecticut",2016,Request Price,Fiberglass,22,Regal 22FD FasDeck,"PETZOLD'S MARINE CENTER
   ","PORTLAND, CT",2016,Call for Price,Fiberglass
2355066,22,Rinker.220 MTX Rental Fleet,"Your New Boat, LLC","Norris Lake, Tennessee",2012,19900,Fiberglass,22,Rinker 220 MTX Rental Fleet,"Your New Boat.com
   ","Norris Lake, TN",2012,19900,Fiberglass
2357483,22,Rinker.226 Captiva Bowrider,Storm King Marine,"New Windsor, New York",2006,18900,Fiberglass,22,Rinker 226 Captiva Bowrider,"Storm King Marine
   ","New Windsor, NY",2006,18900,Fiberglass
2359916,22,Robalo.227 Robalo,Tilly's Marine,"Huntington Beach, California",2015,59000,Fiberglass,22,Robalo R227,"Tilly's Marine
   ","Huntington Beach, CA",2015,59000,Fiberglass
2360313,22,Rinker.Captiva 228,"Ocean Blue Yacht Sales, LLC.","SE Florida, Florida",2009,19500,Fiberglass,22,Rinker Captiva 228,"Ocean Blue Yacht Sales, LLC.
   ","SE Florida, FL",2009,19500,Fiberglass
2363147,22,Rinker.,Gulf South Yacht Sales,"Madisonville, Louisiana",2009,24900,Fiberglass,22,Rinker ,"Gulf South Yacht Sales LLC
   ","Madisonville, LA",2009,24900,Fiberglass
2363629,22,Seaswirl.220 SWL,"Discovery Bay Yachts, Inc.","Discovery Bay, California",1994,11500,Fiberglass,22,Seaswirl 220 SWL,"Discovery Bay Yacht Sales
   ","Discovery Bay, CA",1994,11500,Fiberglass
2364350,22,Robalo.R227 178K,Longshore Boats,"Charleston, South Carolina",2016,58925,Fiberglass,22,Robalo R227 178K,"Longshore Boats
   ","Charleston, SC",2016,58925,Fiberglass
2364843,22,Starcraft.Starstep 221,Bridgeport Marine,"Stillwater, Minnesota",2016,44990,Fiberglass,22,Starcraft Starstep 221,"Bridgeport Marine
   ","Stillwater, MN",2016,44990,Fiberglass
2365243,22,Starcraft.2210 Aurora,MarineMax Panama City,"Panama City Beach, Florida",2004,11865,Fiberglass,22,Starcraft 2210 Aurora,"MarineMax Inc.
   ","Panama City Beach, FL",2004,11865,Fiberglass
2366453,22,Starcraft.Expedition 2280,Lasalle Office,"LaSalle, Michigan",1999,18000,Fiberglass,22,Starcraft Expedition 2280,"Reed Yacht Sales - Grand Haven Office
   ","LaSalle, MI",1999,18000,Fiberglass
2367257,22,Starcraft.Aurora 2210 I/O,Walker's Yacht Sales,"Naples, Florida",2005,12900,Fiberglass,22,Starcraft Aurora 2210 I/O,"Walker's Yacht Sales
   ","Naples, FL",2005,12900,Fiberglass
2368469,22,Stingray.220 DR,Legendary Marine Ft. Walton Beach,"Fort Walton Beach, Florida",2005,19900,Fiberglass,22,Stingray 220 DR,"Legendary Marine
   ","Fort Walton Beach, FL",2005,19900,Fiberglass
2370075,22,Stingray.220 DR,Grand Slam Yacht & Boat Sales,"MOREHEAD CITY, North Carolina",2007,19995,Fiberglass,22,Stingray 220 DR,"Grand Slam Yacht & Boat Sales
   ","MOREHEAD CITY, NC",2007,19995,Fiberglass
2370479,22,Stingray.220 DR,Robert Christopher Yacht Sales-Main Office,"Austin, Texas",2006,27000,Fiberglass,22,Stingray 220 DR,"Robert Christopher Yacht Sales
   ","Austin, TX",2006,27000,Fiberglass
2375327,22,Tidewater Boats.2200,Sundance Marine USA,"Miami, Florida",2017,Request Price,Fiberglass,22,Tidewater 2200,"Sundance Marine USA
   ","Miami, FL",2017,,Fiberglass
2377340,22,Vectra.S-221 OB,Walker's Yacht Sales,NAPLES,2005,17500,Fiberglass,22,Vectra S-221 OB,"Walker's Yacht Sales
   ","NAPLES, United States",2005,17500,Fiberglass
2386230,22,Axis.A22 Salt Water ,Tilly's Marine - Norco,"NORCO, California",2016,Request Price,Fiberglass,22,Axis A22 Salt Water,"Tilly's Marine
   ","NORCO, CA",2016,Call for Price,Fiberglass
2387020,22,Axis.A22 Salt Water ,Tilly's Marine,"Huntington Beach, California",2016,Request Price,Fiberglass,22,Axis A22 Salt Water,"Tilly's Marine
   ","Huntington Beach, CA",2016,Call for Price,Fiberglass
2400734,22,Monterey.220 Explorer Sport,Ocean Beach Marine Centers (Lavallette),"Lavallette, New Jersey",2001,19345,Fiberglass,22,Monterey 220 Explorer Sport,"Ocean Beach Marine Centers
   ","Lavallette, NJ",2001,19345,Fiberglass
2403957,22,Stingray.215 LR,Grand Bay Marine,"Traverse City, Michigan",2013,36500,Fiberglass,22,Stingray 215 LR,"Grand Bay Marine
   ","Traverse City, MI",2013,36500,Fiberglass
2405971,22,Starcraft.Star Step 221 I/O,Bridgeport Marine,"Stillwater, Minnesota",2017,Request Price,Fiberglass,22,Starcraft Star Step 221 I/O,"Bridgeport Marine
   ","Stillwater, MN",2017,Call for Price,Fiberglass
2409193,22,Starcraft.211 SCX OB EXT,Belko Nautical Group LLC,"AVENTURA, Florida",2016,38000,Fiberglass,22,Starcraft 211 SCX OB EXT,"Belko Nautical Group
   ","AVENTURA, FL",2016,38000,Fiberglass
2412027,22,Monterey.204 FSX,North Florida Yacht Sales,"Jacksonville, Florida",2017,Request Price,Fiberglass,22,Monterey 204 FSX,"North Florida Yacht Sales
   ","Jacksonville, FL",2017,1,Fiberglass
2417274,22,Monterey.218 Super Sport,North Florida Yacht Sales,"Jacksonville, Florida",2017,Request Price,Fiberglass,22,Monterey 218 Super Sport,"North Florida Yacht Sales
   ","Jacksonville, FL",2017,1,Fiberglass
2417275,22,Monterey.218 Super Sport,North Florida Yacht Sales,"Jacksonville, Florida",2017,Request Price,Fiberglass,22,Monterey 218 Super Sport,"North Florida Yacht Sales
   ","Jacksonville, FL",2017,1,Fiberglass
2418076,22,Monterey.218 Super Sport,Lighthouse Harbor Marina,"LAKE WALLENPAUPACK, Pennsylvania",2017,Request Price,Fiberglass,22,Monterey 218 Super Sport,"Lighthouse Harbor Marina
   ","LAKE WALLENPAUPACK, PA",2017,Call for Price,Fiberglass
2418877,22,Monterey.218 Super Sport,C-Jam Yacht Sales,"Somers Point, New Jersey",2016,Request Price,Fiberglass,22,Monterey 218 Super Sport,"C-Jam Yacht Sales
   ","Somers Point, NJ",2016,Call for Price,Fiberglass
2419289,22,Monterey.218 Super Sport,North Florida Yacht Sales,"Jacksonville, Florida",2017,Request Price,Fiberglass,22,Monterey 218 Super Sport,"North Florida Yacht Sales
   ","Jacksonville, FL",2017,1,Fiberglass
2419290,22,Monterey.218 Super Sport,North Florida Yacht Sales,"Jacksonville, Florida",2017,Request Price,Fiberglass,22,Monterey 218 Super Sport,"North Florida Yacht Sales
   ","Jacksonville, FL",2017,1,Fiberglass
2420089,22,Monterey.214 Super Sport,"Ugly John's Custom Boats, LLC.","Catoosa, Oklahoma",2013,48900,Fiberglass,22,Monterey 214 Super Sport,"Ugly John's Custom Boats, LLC.
   ","Catoosa, OK",2013,48900,Fiberglass
2433402,22,Chaparral.216 SSi,Krenzer Marine,"Sodus Point, New York",2016,Request Price,Fiberglass,22,Chaparral 216 SSi,"Krenzer Marine
   ","Sodus Point, NY",2016,Call for Price,Fiberglass
2440255,22,Robalo.227 DC,Krenzer Marine,"Sodus Point, New York",2016,54341,Fiberglass,22,Robalo 227 DC,"Krenzer Marine
   ","Sodus Point, NY",2016,54341,Fiberglass
2442682,22,Crownline.210 LS 437H,Longshore Boats,"Charleston, South Carolina",2009,24975,Fiberglass,22,Crownline 210 LS 437H,"Longshore Boats
   ","Charleston, SC",2009,24975,Fiberglass
2443491,22,Chaparral.216 SSi,"Fay's Boat Yard, Inc.","Gilford, New Hampshire",2011,35000,Fiberglass,22,Chaparral 216 SSi,"Fay's Boat Yard, Inc.
   ","Gilford, NH",2011,35000,Fiberglass
2444701,22,Crownline.210 LS,"Your New Boat, LLC","Norris Lake, Tennessee",2010,29900,Fiberglass,22,Crownline 210 LS,"Your New Boat.com
   ","Norris Lake, TN",2010,29900,Fiberglass
2450337,22,Glastron.GT 225,Boulder Boats,"Henderson, Nevada",2008,22995,Fiberglass,22,Glastron GT 225,"Boulder Boats
   ","Henderson, NV",2008,22995,Fiberglass
