_id,ltable_index,rtable_index,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,rtable_Length_ft,rtable_Make_Model,rtable_seller,rtable_location,rtable_year
1692613,416,323,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013
1692616,416,326,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013
1692693,417,318,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013
1692698,417,323,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013
1692701,417,326,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013
1692797,418,337,30,Sea Ray.300 SLX,Naples Yacht Brokerage,"Naples, Florida",2013,30,Sea Ray 300 SLX,"Naples Yacht Brokerage
   ","Naples, FL",2013
1692863,419,318,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013
1692868,419,323,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013
1692871,419,326,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013
1692952,420,322,30,Sea Ray.300 SLX,MarineMax Naples,"Naples, Florida",2010,30,Sea Ray 300 SELECT,"MarineMax Inc.
   ","Naples, FL",2010
1692961,420,331,30,Sea Ray.300 SLX,MarineMax Naples,"Naples, Florida",2010,30,Sea Ray 300 SELECT,"MarineMax Inc.
   ","Naples, FL",2010
1693063,421,348,30,Sea Ray.300 Sundeck,North South Nautical Group,"Fort Lauderdale, Florida",2011,30,Sea Ray 300 Sundeck,"North South Nautical Group
   ","Fort Lauderdale, FL",2011
1693122,422,322,30,Sea Ray.300 SLX,MarineMax Naples,"Naples, Florida",2010,30,Sea Ray 300 SELECT,"MarineMax Inc.
   ","Naples, FL",2010
1693131,422,331,30,Sea Ray.300 SLX,MarineMax Naples,"Naples, Florida",2010,30,Sea Ray 300 SELECT,"MarineMax Inc.
   ","Naples, FL",2010
1693412,425,357,30,Four Winns.H290,Boater's Landing,"Ft.Myers, Florida",2017,30,Four Winns H290,"Boater's Landing
   ","Ft.Myers, FL",2017
1693568,427,343,30,Sea Ray.300 SLX,Commonwealth Boat Brokers,"ASHLAND, Virginia",2008,30,Sea Ray 300 SLX,"Commonwealth Boat Brokers
   ","ASHLAND, VA",2008
1694130,434,310,30,Sea Ray.300 SLX,MarineMax Clearwater,"Clearwater, Florida",2009,30,Sea Ray 300 SELECT,"MarineMax Inc.
   ","Clearwater, FL",2009
1694250,435,345,30,Chris-Craft.Launch 28 Heritage Edition,Bates Wharf - Surrey Head Office,United States,2017,30,Chris-Craft Launch 28 Heritage Edition,"Bates Wharf
   ",United States,2017
1694525,438,369,30,Sea Ray.300 SLX,Hall Marine Group-Sea Ray of Charleston,United States,2013,30,Sea Ray 300 SLX,"Hall Marine Group
   ",United States,2013
1694605,439,362,30,Sea Ray.300 Sundeck,Hall Marine Group-Sea Ray of Savannah,United States,2012,30,Sea Ray 300 Sundeck,"Hall Marine Group
   ",United States,2012
1694692,440,364,30,Sea Ray.300 SLX,Victory Yacht Sales,"Mimai, Florida",2012,30,Sea Ray 300 SLX,"Victory Yacht Sales
   ","Mimai, FL",2012
1694861,442,363,30,Sea Ray.300 SLX,Modern Yachts,"Westhampton Beach, New York",2013,30,Sea Ray 300 SLX,"Modern Yachts
   ","Westhampton Beach, NY",2013
1695203,446,366,30,Sea Ray.300 Sundeck,Hall Marine Yacht Brokerage,"Charleston, South Carolina",2013,30,Sea Ray 300 Sundeck,"Hall Marine Group
   ","Charleston, SC",2013
1695289,447,367,30,Sea Ray.290 Sundeck,Lucky Dog Yacht Sales,"Sarasota, Florida",2008,30,Sea Ray 290 Sundeck,"Lucky Dog Yacht Sales
   ","Sarasota, FL",2008
1695365,448,355,30,Sea Ray.290 Select EX,Gulf Coast Boat Sales,"Naples, Florida",2006,30,Sea Ray 290 Select EX,"Gulf Coast Boat Sales & Yacht Management
   ","Naples, FL",2006
1695451,449,356,30,Sea Ray.290 Sundeck,East Shore Marine,"lindenhurst, New York",2008,30,Sea Ray 290 Sundeck,"East Shore Marine
   ","lindenhurst, NY",2008
1695531,450,351,30,Sea Ray.290 Select EX,"Stone Harbor Yacht Sales - Stone Harbor, NJ","Stone Harbor, New Jersey",2007,30,Sea Ray 290 Select EX,"Stone Harbor Yacht Sales
   ","Stone Harbor, NJ",2007
1695897,454,377,29,Sea Ray.290 Sundeck,Hall Marine Group,United States,2016,29,Sea Ray 290 Sundeck,"Hall Marine Group
   ",United States,2016
1696006,454,486,29,Sea Ray.290 Sundeck,Hall Marine Group,United States,2016,29,Sea Ray 290 Sundeck Outboard,"Hall Marine Group
   ",United States,2016
1696055,454,535,29,Sea Ray.290 Sundeck,Hall Marine Group,United States,2016,29,Sea Ray 280 SLX,"Hall Marine Group
   ",United States,2016
1696942,460,372,29,Robalo.305 Robalo,The Nautic Group,"Kemah, Texas",2017,29,Robalo R305,"The Nautic Group
   ","Kemah, TX",2017
1697821,466,376,29,Sea Ray.290 Sundancer,Fillingham Yacht Sales-Salt Creek Marina,"Bradenton, Florida",1997,29,Sea Ray 290 Sundancer,"Fillingham Yacht Sales
   ","Bradenton, FL",1997
1699412,475,392,29,Cobalt Bowrider.292,Bayside Boat Sales LLC,"Freeport, Maine",1999,29,Cobalt Bowrider 292,"Bayside Boat Sales LLC
   ","Freeport, ME",1999
1701329,486,384,29,Chris-Craft.Catalina 29,Bayport Yachts,United States,2017,29,Chris-Craft Catalina 29,"Bayport Yachts
   ",United States,2017
1701505,487,385,29,Chris-Craft.Launch 28,Bosun Marine,"On Order, Massachusetts",2016,29,Chris-Craft Launch 28,"Bosun Marine
   ","On Order, MA",2016
1702198,491,378,29,Chris-Craft.29 Catalina,Legendary Marine Destin,"Destin, Florida",2016,29,Chris Craft 29 Catalina,"Legendary Marine
   ","Destin, FL",2016
1704145,502,400,29,Formula.290 Bowrider,Sundance Marine USA,"Jensen Beach, Florida",2016,29,Formula 290 Bowrider,"Sundance Marine USA
   ","Jensen Beach, FL",2016
1705018,507,398,29,Formula.290 Bowrider,Chicago Yacht Works,United States,2016,29,Formula 290 Bowrider,"Gulf Coast Boat Sales & Yacht Management
   ","FL, United States",2016
1705027,507,407,29,Formula.290 Bowrider,Chicago Yacht Works,United States,2016,29,Formula 290 Bowrider,"Chicago Yacht Works
   ",United States,2016
1705183,508,388,29,Formula.290 Bowrider,"IMG of Tampa Bay, Inc","St Petersburg, Florida",2016,29,Formula 290 Bowrider,"IMG of Tampa Bay, Inc
   ","St. Petersburg, FL",2016
1705190,508,395,29,Formula.290 Bowrider,"IMG of Tampa Bay, Inc","St Petersburg, Florida",2016,29,Formula 290 Bowrider,"IMG of Tampa Bay, Inc
   ","St Petersburg, FL",2016
1705535,510,390,29,Formula.290 FX Bowrider,The Nautic Group,"Kemah, Texas",2017,29,Formula 290 Bowrider,"The Nautic Group
   ","Kemah, TX",2017
1705539,510,394,29,Formula.290 FX Bowrider,The Nautic Group,"Kemah, Texas",2017,29,Formula 290 FX Bowrider,"The Nautic Group
   ","Kemah, TX",2017
1705885,512,390,29,Formula.290 Bowrider,The Nautic Group,"Kemah, Texas",2017,29,Formula 290 Bowrider,"The Nautic Group
   ","Kemah, TX",2017
1705889,512,394,29,Formula.290 Bowrider,The Nautic Group,"Kemah, Texas",2017,29,Formula 290 FX Bowrider,"The Nautic Group
   ","Kemah, TX",2017
1706411,515,391,29,Formula.290 Bowrider,Chicago Yacht Works,United States,2017,29,Formula 290 Bowrider,"Chicago Yacht Works
   ",United States,2017
1706591,516,396,29,Cruisers Sport Series.298 Bow Rider,The Nautic Group,"Kemah, Texas",2014,29,Cruisers Sport Series 298 Bow Rider,"The Nautic Group
   ","Kemah, TX",2014
1706944,518,399,29,Formula.290 Bowrider,Formula Boats of Missouri,"Osage Beach, Missouri",2011,29,Formula 290 Bowrider,"Formula Boats of Missouri
   ","Osage Beach, MO",2011
1708009,524,414,29,Four Winns.290 Horizon,Chris Craft Tampa Bay-Suncoast Yacht Sales -,"St Petersburg, Florida",2015,29,Four Winns 290 Horizon,"Great Lakes Yacht Sales / Suncoast Yacht Sales / Chris Craft TB
   ","St Petersburg, FL",2015
1708181,525,411,29,Formula.290 Sun Sport with Joy Stick,"IMG of Tampa Bay, Inc","St. Petersburg, Florida",2012,29,Formula 290 Sun Sport with Joy Stick,"IMG of Tampa Bay, Inc
   ","St. Petersburg, FL",2012
1708350,526,405,29,Formula.290 Bowrider,My Yacht Sales,"Fort Lauderdale, Florida",2013,29,Formula 290 Bowrider,"My Yacht Sales
   ","Fort Lauderdale, FL",2013
1708508,527,388,29,Formula.290 Bowrider,"IMG of Tampa Bay, Inc","St. Petersburg, Florida",2016,29,Formula 290 Bowrider,"IMG of Tampa Bay, Inc
   ","St. Petersburg, FL",2016
1708515,527,395,29,Formula.290 Bowrider,"IMG of Tampa Bay, Inc","St. Petersburg, Florida",2016,29,Formula 290 Bowrider,"IMG of Tampa Bay, Inc
   ","St Petersburg, FL",2016
1708876,529,406,29,Formula.290 FX Bowrider,Comstock Yacht Sales & Marina,"Brick, New Jersey",2012,29,Formula 290 FX Bowrider,"Comstock Yacht Sales & Marina
   ","Brick, NJ",2012
1709032,530,387,29,Formula.290 Bowrider,"Tampa Yacht Sales, INC","St Petersburg, Florida",2014,29,Formula 290 Bowrider,"Tampa Yacht Sales, INC
   ","St Petersburg, FL",2014
1709209,531,389,29,Formula.290 Bowrider,Formula Boats of Missouri,"Osage Beach, Missouri",2016,29,Formula 290 Bowrider,"Formula Boats of Missouri
   ","Osage Beach, MO",2016
1709388,532,393,29,Formula.290 Bowrider,Formula Boats,"Aventura, Florida",2016,29,Formula 290 Bowrider,"Formula Boats
   ","Aventura, FL",2016
1710292,537,422,29,Monterey.288 Super Sport,"Ugly John's Custom Boats, LLC.","Catoosa, Oklahoma",2015,29,Monterey 288 Super Sport,"Ugly John's Custom Boats, LLC.
   ","Catoosa, OK",2015
1710797,540,402,29,Four Winns.H290,SkipperBud's Phoenix,"Peoria, Arizona",2015,29,Four Winns Horizon H290,"SkipperBud's
   ","Peoria, AZ",2015
1711324,543,404,29,Larson.LXi 288,Key Harbor Yacht Sales,"Waretown, New Jersey",2011,29,Larson LXi 288,"Key Harbor Yacht Sales
   ","Waretown, NJ",2011
1711846,546,401,29,Larson.LXi 288,Sundance Marine USA,"Miami Beach, Florida",2012,29,Larson 288 LXI,"Sundance Marine USA
   ","Miami Beach, FL",2012
1712030,547,410,29,Four Winns.H290,SkipperBud's Phoenix,"Peoria, Arizona",2015,29,Four Winns 290 Horizon,"SkipperBud's
   ","Peoria, AZ",2015
1714663,562,418,29,Monterey.288SS Super Sport,C - Jam Yacht Sales -- Stevensville,"Stevensville, Maryland",2015,29,Monterey 288SS Super Sport,"C-Jam Yacht Sales
   ","Stevensville, MD",2015
1715173,565,403,29,Monterey.288 Super Sport,C-Jam Yacht Sales,"somers point, New Jersey",2013,29,Monterey 288 Super Sport,"C-Jam Yacht Sales
   ","somers point, NJ",2013
1715726,568,431,29,Monterey.2988 SS,Montauk Yacht Sales,United States,2006,29,Monterey 2988 SS,"Montauk Yacht Sales
   ",United States,2006
1716236,571,416,29,Monterey.298 S,"Mark Zeigler Yacht Sales, Inc.","Jacksonville, Florida",2001,29,Monterey 298 S,"Mark Zeigler Yacht Sales, Inc.
   ","Jacksonville, FL",2001
1716598,573,428,29,Pursuit.295 Dual Console,Walker's Yacht Sales,"Fort Myers, Florida",2016,29,Pursuit 295 Dual Console,"Walker's Yacht Sales
   ","Fort Myers, FL",2016
1717125,576,430,29,Pursuit.DC 295,"Ocean Blue Yacht Sales, LLC.","Southeast, Florida",2017,29,Pursuit DC 295,"Ocean Blue Yacht Sales, LLC.
   ","Southeast, FL",2017
1717396,577,526,29,Monterey.298 Ss,Gage Marine,"Williams Bay, Wisconsin",2016,29,Crownline 285 SS,"Bay Marine of Sturgeon Bay, Inc
   ","Sturgeon Bay, WI",2016
1717464,578,419,29,Monterey.298 Ss,United Yacht Sales - New York,"Freeport, New York",2005,29,Monterey 298 SS,"United Yacht Sales
   ","Freeport, NY",2005
1718096,581,526,29,Monterey.298 Ss,Irwin Marine,"Alton Bay, New Hampshire",2016,29,Crownline 285 SS,"Bay Marine of Sturgeon Bay, Inc
   ","Sturgeon Bay, WI",2016
1718347,583,427,29,Pursuit.DC 295,"Ocean Blue Yacht Sales, LLC.","SE Florida, Florida",2016,29,Pursuit DC 295,"Ocean Blue Yacht Sales, LLC.
   ","SE Florida, FL",2016
1718582,584,487,29,Sea Ray.SDX 290,MarineMax Houston,"Seabrook, Texas",2017,29,Sea Ray SDX 290,"MarineMax Inc.
   ","Seabrook, TX",2017
1718754,585,484,29,Sea Ray.SDX 290,MarineMax Rogers,"Rogers, Minnesota",2017,29,Sea Ray SDX 290,"MarineMax Inc.
   ","Rogers, MN",2017
1718928,586,483,29,Sea Ray.SDX 290 OB,MarineMax Naples,"Naples, Florida",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Naples, FL",2017
1719264,588,469,29,Sea Ray.290 Sundeck,MarineMax Grand Lake,"Afton, Oklahoma",2016,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Afton, OK",2016
1719436,589,466,29,Sea Ray.290 Sundeck,MarineMax Osage Beach,"Osage Beach, Missouri",2016,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Osage Beach, MO",2016
1719441,589,471,29,Sea Ray.290 Sundeck,MarineMax Osage Beach,"Osage Beach, Missouri",2016,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Pompano Beach, FL",2016
1719636,590,491,29,Sea Ray.SDX 290 OB,MarineMax Pompano,"Pompano Beach, Florida",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Pompano Beach, FL",2017
1719641,590,496,29,Sea Ray.SDX 290 OB,MarineMax Pompano,"Pompano Beach, Florida",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017
1719649,590,504,29,Sea Ray.SDX 290 OB,MarineMax Pompano,"Pompano Beach, Florida",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Wrightsville Beach, NC",2017
1719812,591,492,29,Sea Ray.290 Sundeck Outboard,MarineMax Port Clinton,"Port Clinton, Ohio",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Port Clinton, OH",2016
1719997,592,502,29,Sea Ray.SDX 290 OB,MarineMax Ft. Myers,"Ft. Myers, Florida",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Ft. Myers, FL",2017
1720155,593,485,29,Sea Ray.SDX 290 OB,MarineMax Venice,"Venice, Florida",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Venice, FL",2017
1720342,594,497,29,Sea Ray.SDX 290 OB,MarineMax Warwick,"Warwick, Rhode Island",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Warwick, RI",2017
1720518,595,498,29,Sea Ray.SDX 290 OB,MarineMax Pensacola,"Pensacola, Florida",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Pensacola, FL",2017
1720686,596,491,29,Sea Ray.SDX 290 OB,MarineMax Panama City,"Panama City Beach, Florida",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Pompano Beach, FL",2017
1720691,596,496,29,Sea Ray.SDX 290 OB,MarineMax Panama City,"Panama City Beach, Florida",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017
1720699,596,504,29,Sea Ray.SDX 290 OB,MarineMax Panama City,"Panama City Beach, Florida",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Wrightsville Beach, NC",2017
1720861,597,491,29,Sea Ray.SDX 290 OB,MarineMax Wrightsville Beach,"Wrightsville Beach, North Carolina",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Pompano Beach, FL",2017
1720866,597,496,29,Sea Ray.SDX 290 OB,MarineMax Wrightsville Beach,"Wrightsville Beach, North Carolina",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017
1720874,597,504,29,Sea Ray.SDX 290 OB,MarineMax Wrightsville Beach,"Wrightsville Beach, North Carolina",2017,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Wrightsville Beach, NC",2017
1721019,598,474,29,Sea Ray.290 Sundeck Outboard,MarineMax Ft. Myers,"Ft. Myers, Florida",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Ft. Myers, FL",2016
1721193,599,473,29,Sea Ray.290 Sundeck Outboard,MarineMax Brick,"Brick, New Jersey",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Brick, NJ",2016
1721373,600,478,29,Sea Ray.290 Sundeck Outboard,MarineMax Miami,"Miami, Florida",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Miami, FL",2016
1721545,601,475,29,Sea Ray.290 Sundeck Outboard,MarineMax Clearwater,"Clearwater, Florida",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Clearwater, FL",2016
1721547,601,477,29,Sea Ray.290 Sundeck Outboard,MarineMax Clearwater,"Clearwater, Florida",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Clearwater, FL",2016
1721724,602,479,29,Sea Ray.290 Sundeck Outboard,MarineMax Sarasota,"Sarasota, Florida",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Sarasota, FL",2016
1721725,602,480,29,Sea Ray.290 Sundeck Outboard,MarineMax Sarasota,"Sarasota, Florida",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Sarasota, FL",2016
1721899,603,479,29,Sea Ray.290 Sundeck Outboard,MarineMax Sarasota,"Sarasota, Florida",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Sarasota, FL",2016
1721900,603,480,29,Sea Ray.290 Sundeck Outboard,MarineMax Sarasota,"Sarasota, Florida",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Sarasota, FL",2016
1722061,604,466,29,Sea Ray.290 Sundeck,MarineMax Pompano,"Pompano Beach, Florida",2016,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Osage Beach, MO",2016
1722066,604,471,29,Sea Ray.290 Sundeck,MarineMax Pompano,"Pompano Beach, Florida",2016,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Pompano Beach, FL",2016
1722238,605,468,29,Sea Ray.290 Sundeck,MarineMax Lake Conroe,"Montgomery, Texas",2016,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Montgomery, TX",2016
1722434,606,489,29,Sea Ray.290 Sundeck Outboard,MarineMax Pensacola,"Pensacola, Florida",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Pensacola, FL",2016
1722610,607,490,29,Sea Ray.290 Sundeck Outboard,MarineMax Houston,"Seabrook, Texas",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
1722783,608,488,29,Sea Ray.290 Sundeck Outboard,MarineMax Norwalk,"Norwalk, Connecticut",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Norwalk, CT",2016
1722952,609,482,29,Sea Ray.290 Sundeck Outboard,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Ship Bottom, NJ",2016
1723107,610,462,29,Sea Ray.290 Sundeck Outboard,MarineMax Long Island,"Lindenhurst, New York",2016,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Lindenhurst, NY",2016
1723121,610,476,29,Sea Ray.290 Sundeck Outboard,MarineMax Long Island,"Lindenhurst, New York",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Lindenhurst, NY",2016
1723284,611,464,29,Sea Ray.290 Sundeck,MarineMax Lake Ozark,"Lake Ozark, Missouri",2016,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Lake Ozark, MO",2016
1723470,612,475,29,Sea Ray.290 Sundeck Outboard,MarineMax Clearwater,"Clearwater, Florida",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Clearwater, FL",2016
1723472,612,477,29,Sea Ray.290 Sundeck Outboard,MarineMax Clearwater,"Clearwater, Florida",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Clearwater, FL",2016
1723632,613,462,29,Sea Ray.290 Sundeck,MarineMax Long Island,"Lindenhurst, New York",2016,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Lindenhurst, NY",2016
1723646,613,476,29,Sea Ray.290 Sundeck,MarineMax Long Island,"Lindenhurst, New York",2016,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Lindenhurst, NY",2016
1724176,616,481,29,Sea Ray.290 Sundeck OB,MarineMax Russo Danvers,"Danvers, Massachusetts",2016,29,Sea Ray 290 Sundeck OB,"MarineMax Inc.
   ","Danvers, MA",2016
1724330,617,460,29,Sea Ray.290 Select EX,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2007,29,Sea Ray 290 Select EX,"MarineMax Inc.
   ","Ship Bottom, NJ",2007
1724499,618,454,29,Sea Ray.290 Select EX (SLX),On The Dock Yacht Sales,"Fort Myers Beach, Florida",2007,29,Sea Ray 290 Select EX (SLX),"On The Dock Yacht Sales
   ","Fort Myers Beach, FL",2007
1724539,618,494,29,Sea Ray.290 Select EX (SLX),On The Dock Yacht Sales,"Fort Myers Beach, Florida",2007,29,Sea Ray SLX 290,"Atlantic Yacht & Ship, Inc.
   ","Sunny Isles Beach, FL",2007
1724669,619,449,29,Sea Ray.290 Select,MarineMax Lake Ozark,"Lake Ozark, Missouri",2007,29,Sea Ray 290 Select,"MarineMax Inc.
   ","Lake Ozark, MO",2007
1724849,620,454,29,Sea Ray.290 Select EX,"Atlantic Yacht & Ship, Inc.","Sunny Isles Beach, Florida",2007,29,Sea Ray 290 Select EX (SLX),"On The Dock Yacht Sales
   ","Fort Myers Beach, FL",2007
1724889,620,494,29,Sea Ray.290 Select EX,"Atlantic Yacht & Ship, Inc.","Sunny Isles Beach, Florida",2007,29,Sea Ray SLX 290,"Atlantic Yacht & Ship, Inc.
   ","Sunny Isles Beach, FL",2007
1725009,621,439,29,Sea Ray.290 Amberjack,DiMillo's Yacht Sales - Oxford,"West River, Maryland",2006,29,Sea Ray 290,"DiMillo's Yacht Sales
   ","West River, MD",2006
1725217,622,472,29,Sea Ray.290 Sundeck,InterMarine,"Fort Lauderdale, Florida",2008,29,Sea Ray 290 Sundeck,"InterMarine
   ","Fort Lauderdale, FL",2008
1725387,623,467,29,Sea Ray.290 Sundeck,MarineMax Pompano,"Key Biscayne, Florida",2008,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Key Biscayne, FL",2008
1725735,625,465,29,Sea Ray.290 Sundeck,MarineMax Lake Ozark,"Lake Ozark, Missouri",2008,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Lake Ozark, MO",2008
1725887,626,442,29,Sea Ray.290 Select EX,Technomarine Yachts Inc.,"Orlando, Florida",2007,29,Sea Ray 290 Select EX,"Technomarine Yachts Inc.
   ","Orlando, FL",2007
1726083,627,463,29,Sea Ray.290 Sundeck,On The Dock Yacht Sales,"Fort Myers, Florida",2008,29,Sea Ray 290 Sundeck,"On The Dock Yacht Sales
   ","Fort Myers, FL",2008
1726440,629,470,29,Sea Ray.290 Sundeck,Knot 10 Yacht Sales,"Kent Island, Maryland",2015,29,Sea Ray 290 Sundeck,"Knot 10 Yacht Sales
   ","Kent Island, MD",2015
1726776,631,456,29,Sea Ray.290 Select EX,Sovereign Marine Group,Stuart,2005,29,Sea Ray 290 Select EX,"Sovereign Marine Group
   ","Stuart, United States",2005
1726952,632,457,29,Sea Ray.290 Select EX,Admiral Yacht Sales,"FT. LAUDERDALE, Florida",2006,29,Sea Ray 290 Select EX,"Admiral Yacht Sales
   ","FT. LAUDERDALE, FL",2006
1727123,633,453,29,Sea Ray.290 Sport,"Easy Sale USA, LLC","Fort Lauderdale, Florida",2005,29,Sea Ray 290 Sport,"Easy Sale
   ","Fort Lauderdale, FL",2005
1727291,634,446,29,Sea Ray.290 Bowrider,"Class Sea Yachts, Inc.","Cape Coral, Florida",2003,29,Sea Ray 290 Bowrider,"Class Sea Yachts, Inc.
   ","Cape Coral, FL",2003
1727472,635,452,29,Sea Ray.290 Bowrider,COMPLETE MARINE,"Pompano Beach, Florida",2004,29,Sea Ray 290 Bowrider,"COMPLETE MARINE
   ","Pompano Beach, FL",2004
1727817,637,447,29,Sea Ray.290 Bowrider,Waterfront Marine Yacht Sales,"Somers Point, New Jersey",2003,29,Sea Ray 290 Bowrider,"Waterfront Marine Yacht Sales-New Jersey
   ","Somers Point, NJ",2003
1727993,638,448,29,Sea Ray.290 Bowrider,Catawba Moorings,"Port Clinton, Ohio",2004,29,Sea Ray 290 Bowrider,"Catawba Moorings
   ","Port Clinton, OH",2004
1728163,639,443,29,Sea Ray.290 Select,MarineMax Ft. Myers,"Ft. Myers, Florida",2005,29,Sea Ray 290 Select,"MarineMax Inc.
   ","Ft. Myers, FL",2005
1728565,641,495,29,Sea Ray.Select Ex,Nautical Ventures,"North Palm Beach, Florida",2006,29,Sea Ray SLX,"Nautical Ventures
   ","North Palm Beach, FL",2006
1728695,642,450,29,Sea Ray.290 Select EX,Walker's Hideaway Marina of Naples,"NAPLES, Florida",2006,29,Sea Ray 290 Select EX,"Walker's Yacht Sales
   ","NAPLES, FL",2006
1729046,644,451,29,Sea Ray.290 Amberjack,MarineMax Port Clinton,"Port Clinton, Ohio",2000,29,Sea Ray 290 Amberjack,"MarineMax Inc.
   ","Port Clinton, OH",2000
1729377,646,432,29,Regal.29 OBX,Sheltered Cove Marina,"Tuckerton, New Jersey",2017,29,Regal 29 OBX,"Sheltered Cove Marina
   ","Tuckerton, NJ",2017
1729733,648,438,29,Rinker.296 Captiva Bowrider,Bay Side Yacht Sales LLC,"Eddyville, Kentucky",2010,29,Rinker 296 Captiva Bowrider,"Bay Side Yacht Sales LLC
   ","Eddyville, KY",2010
1730944,655,424,29,Regal.29 OBX,Bosun Marine,"Peabody, Massachusetts",2016,29,Regal 29 OBX,"Bosun Marine
   ","Peabody, MA",2016
1731121,656,426,29,Regal.29 OBX,Bosun Marine,"On Order, Massachusetts",2017,29,Regal 29 OBX,"Bosun Marine
   ","On Order, MA",2017
1731311,657,441,29,Regal.29 OBX,Sundance Marine USA,"Pompano Beach, Florida",2016,29,Regal 29 OBX,"Sundance Marine USA
   ","Pompano Beach, FL",2016
1731468,658,423,29,Regal.29 OBX,Sundance Marine USA,"Fort Lauderdale, Florida",2017,29,Regal 29 OBX,"Sundance Marine USA
   ","Fort Lauderdale, FL",2017
