_id,ltable_index,rtable_index,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,rtable_Length_ft,rtable_Make_Model,rtable_seller,rtable_location,rtable_year
1731485,658,440,29,Regal.29 OBX,Sundance Marine USA,"Fort Lauderdale, Florida",2017,29,Regal 29 OBX,"Sundance Marine USA
   ","Fort Lauderdale, FL",2017
1731489,658,444,29,Regal.29 OBX,Sundance Marine USA,"Fort Lauderdale, Florida",2017,29,Regal 29 OBX,"Sundance Marine USA
   ","Fort Lauderdale, United States",2017
1731818,660,423,29,Regal.29 OBX,Sundance Marine USA,Fort Lauderdale,2017,29,Regal 29 OBX,"Sundance Marine USA
   ","Fort Lauderdale, FL",2017
1731835,660,440,29,Regal.29 OBX,Sundance Marine USA,Fort Lauderdale,2017,29,Regal 29 OBX,"Sundance Marine USA
   ","Fort Lauderdale, FL",2017
1731839,660,444,29,Regal.29 OBX,Sundance Marine USA,Fort Lauderdale,2017,29,Regal 29 OBX,"Sundance Marine USA
   ","Fort Lauderdale, United States",2017
1731993,661,423,29,Regal.29 OBX,Sundance Marine USA,"Fort Lauderdale, Florida",2017,29,Regal 29 OBX,"Sundance Marine USA
   ","Fort Lauderdale, FL",2017
1732010,661,440,29,Regal.29 OBX,Sundance Marine USA,"Fort Lauderdale, Florida",2017,29,Regal 29 OBX,"Sundance Marine USA
   ","Fort Lauderdale, FL",2017
1732014,661,444,29,Regal.29 OBX,Sundance Marine USA,"Fort Lauderdale, Florida",2017,29,Regal 29 OBX,"Sundance Marine USA
   ","Fort Lauderdale, United States",2017
1732180,662,435,29,Rinker.296 Captiva Bowrider,Commonwealth Boat Brokers,"Ashland, Virginia",2007,29,Rinker 296 Captiva Bowrider,"Commonwealth Boat Brokers
   ","Ashland, VA",2007
1733646,670,501,29,Monterey.278 SS Bowrider,Glencove Marina,"Lake Ozark, Missouri",2008,29,Monterey 278 SS Bowrider,"Glencove Marina
   ","Lake Ozark, MO",2008
1734278,674,433,29,Rinker.QX29 BR,Hideaway Yacht Sales,"Harrison Township, Michigan",2017,29,Rinker QX29 BR,"Hideaway Yacht Sales
   ","Harrison Township, MI",2017
1735584,688,514,29,Sea Ray.270 Select EX,Rex Marine Yacht Sales,"Norwalk, Connecticut",2005,29,Sea Ray 270 Select EX,"Rex Marine Yacht Sales
   ","Norwalk, CT",2005
1747232,1013,730,27,Crownline.270 SS,"Stone Harbor Yacht Sales - Stone Harbor, NJ","Stone Harbor, New Jersey",2017,27,Crownline 270 SS,"Stone Harbor Yacht Sales
   ","Stone Harbor, NJ",2017
1747731,1015,729,27,Nautique.Super Air Nautique G25,"Ugly John's Custom Boats, LLC.","Catoosa, Oklahoma",2014,27,Nautique Super Air Nautique G25,"Ugly John's Custom Boats, LLC.
   ","Catoosa, OK",2014
1747970,1016,718,27,Regal.2700 Fasdeck,"Easy Sale USA, LLC","Fort Lauderdale, Florida",2013,27,Regal 2700 Fasdeck,"Easy Sale
   ","Fort Lauderdale, FL",2013
1748224,1017,722,27,Regal.27 Fasdeck,Sunny Beach Yachts,"FORT MYERS BEACH, Florida",2012,27,Regal 27 FasDeck,"Sunny Beach Yachts
   ","FORT MYERS BEACH, FL",2012
1748462,1018,709,27,Regal.27 Fasdeck,Strong's Marine,"Mattituck, New York",2013,27,Regal 27 FasDeck,"Strong's Marine
   ","Mattituck, NY",2013
1748727,1019,725,27,Regal.27 Fasdeck,Quality Boats,"Clearwater, Florida",2012,27,Regal 27 FasDeck,"Quality Boats
   ","Clearwater, FL",2012
1748961,1020,708,27,Regal.27 Fasdeck,Strong's Marine,United States,2014,27,Regal 27 FasDeck,"Strong's Marine
   ",United States,2014
1749219,1021,717,27,Regal.27 Fasdeck,Strong's Marine,"Mattituck, New York",2014,27,Regal 27 FasDeck,"Strong's Marine
   ","Mattituck, NY",2014
1749729,1023,727,27,Regal.27 Fasdeck,Strong's Marine,"Mattituck, New York",2012,27,Regal 27 FasDeck,"Strong's Marine
   ","Mattituck, NY",2012
1749973,1024,721,27,Regal.27 Fasdeck,AM PM MARINE,"Pasadena, Maryland",2015,27,Regal 27 FasDeck,"AM PM MARINE
   ","Pasadena, MD",2015
1750222,1025,720,27,Regal.27 Fasdeck,Grand Bay Marine,"Traverse City, Michigan",2016,27,Regal 27 FasDeck,"Grand Bay Marine
   ","Traverse City, MI",2016
1750471,1026,719,27,Regal.27 Fasdeck,AM PM MARINE,"Pasadena, Maryland",2016,27,Regal 27 FasDeck,"AM PM MARINE
   ","Pasadena, MD",2016
1750480,1026,728,27,Regal.27 Fasdeck,AM PM MARINE,"Pasadena, Maryland",2016,27,Regal 27 FasDeck RX,"AM PM MARINE
   ","Pasadena, MD",2016
1751493,1030,741,27,Sea Ray.270 Sundeck Outboard,Hyannis Marina,"Buzzards Bay, Massachusetts",2016,27,Sea Ray 270 Sundeck Outboard,"Hyannis Marina
   ","Buzzards Bay, MA",2016
1751499,1030,747,27,Sea Ray.270 Sundeck Outboard,Hyannis Marina,"Buzzards Bay, Massachusetts",2016,27,Sea Ray 270 Sundeck Outboard,"Hyannis Marina
   ","Buzzards Bay, MA",2016
1751736,1031,734,27,Sea Ray.270 Sundeck,Hall Marine Yacht Brokerage,"Charleston, South Carolina",2015,27,Sea Ray 270 Sundeck,"Hall Marine Group
   ","Charleston, SC",2015
1751988,1032,736,27,Sea Ray.270 Sundeck,Hall Marine Group,United States,2016,27,Sea Ray 270 Sundeck,"Hall Marine Group
   ",United States,2016
1751991,1032,739,27,Sea Ray.270 Sundeck,Hall Marine Group,United States,2016,27,Sea Ray 270 Sundeck Outboard,"Hall Marine Group
   ",United States,2016
1751994,1032,742,27,Sea Ray.270 Sundeck,Hall Marine Group,United States,2016,27,Sea Ray 270 Sundeck,"Hall Marine Group
   ",United States,2016
1752208,1032,959,27,Sea Ray.270 Sundeck,Hall Marine Group,United States,2016,27,Sea Ray 250 SLX (European),"Marina Marbella Group
   ",United Kingdom,2016
1752243,1033,741,27,Sea Ray.270 Sundeck Outboard,Hyannis Marina,"Buzzards Bay, Massachusetts",2016,27,Sea Ray 270 Sundeck Outboard,"Hyannis Marina
   ","Buzzards Bay, MA",2016
1752249,1033,747,27,Sea Ray.270 Sundeck Outboard,Hyannis Marina,"Buzzards Bay, Massachusetts",2016,27,Sea Ray 270 Sundeck Outboard,"Hyannis Marina
   ","Buzzards Bay, MA",2016
1752738,1035,736,27,Sea Ray.270 Sundeck Outboard,Hall Marine Group,United States,2016,27,Sea Ray 270 Sundeck,"Hall Marine Group
   ",United States,2016
1752741,1035,739,27,Sea Ray.270 Sundeck Outboard,Hall Marine Group,United States,2016,27,Sea Ray 270 Sundeck Outboard,"Hall Marine Group
   ",United States,2016
1752744,1035,742,27,Sea Ray.270 Sundeck Outboard,Hall Marine Group,United States,2016,27,Sea Ray 270 Sundeck,"Hall Marine Group
   ",United States,2016
1752958,1035,959,27,Sea Ray.270 Sundeck Outboard,Hall Marine Group,United States,2016,27,Sea Ray 250 SLX (European),"Marina Marbella Group
   ",United Kingdom,2016
1753488,1038,736,27,Sea Ray.270 Sundeck,Hall Marine Group-Sea Ray of Greenville,United States,2016,27,Sea Ray 270 Sundeck,"Hall Marine Group
   ",United States,2016
1753491,1038,739,27,Sea Ray.270 Sundeck,Hall Marine Group-Sea Ray of Greenville,United States,2016,27,Sea Ray 270 Sundeck Outboard,"Hall Marine Group
   ",United States,2016
1753494,1038,742,27,Sea Ray.270 Sundeck,Hall Marine Group-Sea Ray of Greenville,United States,2016,27,Sea Ray 270 Sundeck,"Hall Marine Group
   ",United States,2016
1754242,1041,740,27,Sea Ray.270 Sundeck Outboard,Hall Marine Group-Sea Ray of Charleston,United States,2017,27,Sea Ray 270 Sundeck Outboard,"Hall Marine Group
   ",United States,2017
1754246,1041,744,27,Sea Ray.270 Sundeck Outboard,Hall Marine Group-Sea Ray of Charleston,United States,2017,27,Sea Ray 270 Sundeck Outboard,"Hall Marine Group
   ",United States,2017
1754471,1042,719,27,Regal.27 FasDeck RX,AM PM MARINE,"Pasadena, Maryland",2016,27,Regal 27 FasDeck,"AM PM MARINE
   ","Pasadena, MD",2016
1754480,1042,728,27,Regal.27 FasDeck RX,AM PM MARINE,"Pasadena, Maryland",2016,27,Regal 27 FasDeck RX,"AM PM MARINE
   ","Pasadena, MD",2016
1754742,1043,740,27,Sea Ray.270 Sundeck Outboard,Hall Marine Group-Sea Ray of Charleston,United States,2017,27,Sea Ray 270 Sundeck Outboard,"Hall Marine Group
   ",United States,2017
1754746,1043,744,27,Sea Ray.270 Sundeck Outboard,Hall Marine Group-Sea Ray of Charleston,United States,2017,27,Sea Ray 270 Sundeck Outboard,"Hall Marine Group
   ",United States,2017
1754995,1044,743,27,Avalon.Paradise Funship,Waypoint Marine Group,"Seattle/Ballard, Washington",2016,27,Avalon Paradise Funship,"Waypoint Marine Group
   ","Seattle/Ballard, WA",2016
1756247,1049,745,27,Bayliner.Element XR7,Dominion Yachts,"Woodbridge, Virginia",2015,27,Bayliner Element XR7,"Dominion Yachts
   ","Woodbridge, VA",2015
1756504,1050,752,27,Boston Whaler.27 VANTAGE DUAL CONSOLE,MarineMax Wrightsville Beach,"Wilmington, North Carolina",2016,27,Boston Whaler 27 VANTAGE DUAL CONSOLE,"MarineMax Inc.
   ","Wilmington, NC",2016
1757490,1054,738,27,Baja.277 Islander,All Captains Yacht Sales,"McConnelsville, Ohio",2011,27,Baja 277 Islander,"All Captains Yacht Sales
   ","McConnelsville, OH",2011
1758010,1056,758,27,Chaparral.276 SSi,Formula Boats of Missouri,"Osage Beach, Missouri",2006,27,Chaparral 276 SSi,"Formula Boats of Missouri
   ","Osage Beach, MO",2006
1758761,1059,759,27,Chaparral.274 SUNESTA,MarineMax Houston,"Seabrook, Texas",2006,27,Chaparral 274 SUNESTA,"MarineMax Inc.
   ","Seabrook, TX",2006
1759002,1060,750,27,Chaparral.275 SSi,"South Shore Dry Dock Marine, Inc.","Plymouth, Massachusetts",2007,27,Chaparral 275 SSi,"South Shore Dry Dock Marine, Inc.
   ","Plymouth, MA",2007
1759250,1061,748,27,Chaparral.276 SSi Bowrider,Bayside Boat Sales LLC,"Freeport, Maine",2006,27,Chaparral 276 SSi Bowrider,"Bayside Boat Sales LLC
   ","Freeport, ME",2006
1761014,1068,762,27,Cobalt.272 Bowrider,Denison Yacht Sales - Seattle,"Seattle, Washington",2006,27,Cobalt 272 Bowrider,"Denison Yacht Sales
   ","Seattle, WA",2006
1762015,1072,763,27,Chaparral.277 SSX,Off The Hook Yacht Sales,"Wilmington , North Carolina",2016,27,Chaparral 277 SSX,"Off The Hook Yacht Sales
   ","Wilmington , NC",2016
1763771,1079,769,27,Cobalt.R7 WSS,"Marine Sales of Pickwick, LLC","COUNCE, Tennessee",2016,27,Cobalt R7 WSS,"Marine Sales of Pickwick, LLC
   ","COUNCE, TN",2016
1766529,1090,777,27,Cobalt.276 Bowrider,Legendary Marine Destin,"Destin, Florida",2011,27,Cobalt 276 Bowrider,"Legendary Marine
   ","Destin, FL",2011
1767519,1094,767,27,Cobalt.R7 WSS,"Marine Sales of Pickwick, LLC","Counce, Tennessee",2015,27,Cobalt R7 WSS,"Marine Sales of Pickwick, LLC
   ","Counce, TN",2015
1767520,1094,768,27,Cobalt.R7 WSS,"Marine Sales of Pickwick, LLC","Counce, Tennessee",2015,27,Cobalt R7 WSS,"Marine Sales of Pickwick, LLC
   ","COUNCE, TN",2015
1767777,1095,775,27,Crownline.270 BR,Windswept Yacht Sales,"Venice, Florida",2006,27,Crownline 270 BR,"Windswept Yacht Sales
   ","Venice, FL",2006
1769538,1102,786,27,Crownline.270 BR akin to Sea Ray SLX,"Intracoastal Yacht Sales of Little River, SC","Charleston, South Carolina",2007,27,Crownline 270 BR akin to Sea Ray SLX,"Intracoastal Yacht Sales
   ","Charleston, SC",2007
1769769,1103,767,27,Cobalt.R7 WSS,"Marine Sales of Pickwick, LLC","COUNCE, Tennessee",2015,27,Cobalt R7 WSS,"Marine Sales of Pickwick, LLC
   ","Counce, TN",2015
1769770,1103,768,27,Cobalt.R7 WSS,"Marine Sales of Pickwick, LLC","COUNCE, Tennessee",2015,27,Cobalt R7 WSS,"Marine Sales of Pickwick, LLC
   ","COUNCE, TN",2015
1772792,1115,790,27,Formula.270 Bowrider,Formula Boats of Missouri,"Osage Beach, Missouri",2016,27,Formula 270 Bowrider,"Formula Boats of Missouri
   ","Osage Beach, MO",2016
1773281,1117,779,27,Formula.270 Bowrider,The Nautic Group,"Kemah, Texas",2017,27,Formula 270 Bowrider,"The Nautic Group
   ","Kemah, TX",2017
1773537,1118,785,27,Formula.270 Bowrider,Lakeside Formula,"St. Clair Shores, Michigan",2017,27,Formula 270 Bowrider,"Lakeside Formula
   ","St. Clair Shores, MI",2017
1774028,1120,776,27,Formula.270 Bowrider,Chicago Yacht Works,United States,2017,27,Formula 270 Bowrider,"Chicago Yacht Works
   ",United States,2017
1774793,1123,791,27,Formula.270 Bowrider,"IMG of Tampa Bay, Inc","St Petersburg, Florida",2017,27,Formula 270 Bowrider,"IMG of Tampa Bay, Inc
   ","St Petersburg, FL",2017
1775034,1124,782,27,Cruisers Sport Series.278 Bow Rider,Boat Max USA,"Oviedo, Florida",2016,27,Cruisers Sport Series 278 Bow Rider,"Boat Max USA
   ","Oviedo, FL",2016
1775547,1126,795,27,Grady-White.Freedom 275,Comstock Yacht Sales & Marina,"Brick, New Jersey",2017,27,Grady-White Freedom 275,"Comstock Yacht Sales & Marina
   ","BRICK, NJ",2017
1775548,1126,796,27,Grady-White.Freedom 275,Comstock Yacht Sales & Marina,"Brick, New Jersey",2017,27,Grady-White Freedom 275,"Comstock Yacht Sales & Marina
   ","Brick, NJ",2017
1775791,1127,789,27,Formula.270 Bowrider,"IMG of Tampa Bay, Inc","St. Petersburg, Florida",2011,27,Formula 270 Bowrider,"IMG of Tampa Bay, Inc
   ","St. Petersburg, FL",2011
1776041,1128,789,27,Formula.270 Bowrider,"IMG of Tampa Bay, Inc","ST. PETERSBURG, Florida",2011,27,Formula 270 Bowrider,"IMG of Tampa Bay, Inc
   ","St. Petersburg, FL",2011
1776544,1130,792,27,Formula.270 Bowrider,Sundance Marine USA,"Hallendale, Florida",2013,27,Formula 270 Bowrider,"Sundance Marine USA
   ","Hallendale, FL",2013
1777295,1133,793,27,Formula.270 Bowrider,SIMA  Marine Eastlake,"Cleveland, Ohio",2014,27,Formula 270 Bowrider,"SIMA MARINE
   ","Cleveland, OH",2014
1777796,1135,794,27,Formula.270 Bowrider,Lakeside Formula,"St. Clair Shores, Michigan",2014,27,Formula 270 Bowrider,"Lakeside Formula
   ","St. Clair Shores, MI",2014
1778040,1136,788,27,Formula.270 Bowrider,Sundance Marine USA,North Miami,2015,27,Formula 270 Bowrider,"Sundance Marine USA
   ","North Miami, United States",2015
1778547,1138,795,27,Grady-White.Freedom 275,Comstock Yacht Sales & Marina,"BRICK, New Jersey",2017,27,Grady-White Freedom 275,"Comstock Yacht Sales & Marina
   ","BRICK, NJ",2017
1778548,1138,796,27,Grady-White.Freedom 275,Comstock Yacht Sales & Marina,"BRICK, New Jersey",2017,27,Grady-White Freedom 275,"Comstock Yacht Sales & Marina
   ","Brick, NJ",2017
1778804,1139,802,27,Grady-White.275 Freedom,Anchor Marine,United States,2015,27,Grady-White 275 Freedom,"Anchor Marine
   ",United States,2015
1779050,1140,798,27,Grady-White.275 Freedom,Cannons Marina,"Longboat Key, Florida",2017,27,Grady-White 275 Freedom,"Cannons Marina
   ","Longboat Key, FL",2017
1780549,1146,797,27,Grady-White.Freedom 275,Grand Slam Yacht Sales Inc.,"Longboat Key, Florida",2013,27,Grady-White Freedom 275,"Grand Slam Yacht Sales
   ","Longboat Key, FL",2013
1782052,1152,800,27,Maxum.2700 SR Bowrider,Executive Boat & Yacht Brokerage,"Salt Lake City, Utah",1997,27,Maxum 2700 SR Bowrider,"Executive Boat & Yacht Brokerage
   ","Salt Lake City, UT",1997
1784406,1161,904,27,Sea Ray.SDX 270,MarineMax Port Clinton,"Port Clinton, Ohio",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Port Clinton, OH",2017
1784637,1162,885,27,Sea Ray.SDX 270,MarineMax Grand Lake,"Afton, Oklahoma",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Afton, OK",2017
1786578,1170,826,27,Sea Ray.27 SUNDECK Sport Boat,Bayside Boat Sales LLC,"Freeport, Maine",2004,27,Sea Ray 27 SUNDECK Sport Boat,"Bayside Boat Sales LLC
   ","Freeport, ME",2004
1787136,1172,884,27,Sea Ray.SDX 270,MarineMax Lake Hopatcong,"Lake Hopatcong, New Jersey",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Lake Hopatcong, NJ",2017
1787390,1173,888,27,Sea Ray.SDX 270,MarineMax Dallas,"Lewisville, Texas",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Lewisville, TX",2017
1787392,1173,890,27,Sea Ray.SDX 270,MarineMax Dallas,"Lewisville, Texas",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Lewisville, TX",2017
1787653,1174,901,27,Sea Ray.SDX 270,MarineMax Clearwater,"Clearwater, Florida",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Clearwater, FL",2017
1787901,1175,899,27,Sea Ray.SDX 270 OB,MarineMax Jacksonville at Beach Marine,"Jacksonville, Florida",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Jacksonville, FL",2017
1788138,1176,886,27,Sea Ray.SDX 270,MarineMax Sarasota,"Sarasota, Florida",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Sarasota, FL",2017
1788146,1176,894,27,Sea Ray.SDX 270,MarineMax Sarasota,"Sarasota, Florida",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Sarasota, FL",2017
1788405,1177,903,27,Sea Ray.SDX 270 OB,MarineMax Pensacola,"Pensacola, Florida",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Pensacola, FL",2017
1788638,1178,886,27,Sea Ray.SDX 270 OB,MarineMax Sarasota,"Sarasota, Florida",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Sarasota, FL",2017
1788646,1178,894,27,Sea Ray.SDX 270 OB,MarineMax Sarasota,"Sarasota, Florida",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Sarasota, FL",2017
1788898,1179,896,27,Sea Ray.SDX 270 OB,MarineMax Gulf Shores,"Gulf Shores, Alabama",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Gulf Shores, AL",2017
1788910,1179,908,27,Sea Ray.SDX 270 OB,MarineMax Gulf Shores,"Gulf Shores, Alabama",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Gulf Shores, AL",2017
1789148,1180,896,27,Sea Ray.SDX 270 OB,MarineMax Gulf Shores,"Gulf Shores, Alabama",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Gulf Shores, AL",2017
1789160,1180,908,27,Sea Ray.SDX 270 OB,MarineMax Gulf Shores,"Gulf Shores, Alabama",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Gulf Shores, AL",2017
1789397,1181,895,27,Sea Ray.SDX 270 OB,MarineMax Ft. Myers,"Ft. Myers, Florida",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Ft. Myers, FL",2017
1789414,1181,912,27,Sea Ray.SDX 270 OB,MarineMax Ft. Myers,"Ft. Myers, Florida",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Ft. Myers, FL",2017
1789659,1182,907,27,Sea Ray.SDX 270 OB,MarineMax Baltimore,"Baltimore, Maryland",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Baltimore, MD",2017
1789895,1183,893,27,Sea Ray.SDX 270,MarineMax Houston,"Seabrook, Texas",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Seabrook, TX",2017
1790149,1184,897,27,Sea Ray.SDX 270,MarineMax Westbrook,"Westbrook, Connecticut",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Westbrook, CT",2017
1790402,1185,900,27,Sea Ray.SDX 270,MarineMax Long Island,"Lindenhurst, New York",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Lindenhurst, NY",2017
1790654,1186,902,27,Sea Ray.SDX 270,MarineMax Norwalk,"Norwalk, Connecticut",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Norwalk, CT",2017
1790890,1187,888,27,Sea Ray.SDX 270,MarineMax Dallas,"Lewisville, Texas",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Lewisville, TX",2017
1790892,1187,890,27,Sea Ray.SDX 270,MarineMax Dallas,"Lewisville, Texas",2017,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Lewisville, TX",2017
1791147,1188,895,27,Sea Ray.SDX 270 OB,MarineMax Ft. Myers,"Ft. Myers, Florida",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Ft. Myers, FL",2017
1791164,1188,912,27,Sea Ray.SDX 270 OB,MarineMax Ft. Myers,"Ft. Myers, Florida",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Ft. Myers, FL",2017
1791400,1189,898,27,Sea Ray.SDX 270 OB,MarineMax Naples,"Naples, Florida",2017,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Naples, FL",2017
1791608,1190,856,27,Sea Ray.270 Sundeck Outboard,MarineMax Westbrook,"Westbrook, Connecticut",2016,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Westbrook, CT",2016
1791644,1190,892,27,Sea Ray.270 Sundeck Outboard,MarineMax Westbrook,"Westbrook, Connecticut",2016,27,Sea Ray 270 Sundeck Outboard,"MarineMax Inc.
   ","Westbrook, CT",2016
1792114,1192,862,27,Sea Ray.270 Sundeck,MarineMax Clearwater,"Clearwater, Florida",2016,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Clearwater, FL",2016
1792365,1193,863,27,Sea Ray.270 Sundeck,MarineMax Long Island,"Lindenhurst, New York",2016,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Lindenhurst, NY",2016
1792609,1194,857,27,Sea Ray.270 Sundeck,MarineMax Dallas,"Lewisville, Texas",2016,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Lewisville, TX",2016
1792610,1194,858,27,Sea Ray.270 Sundeck,MarineMax Dallas,"Lewisville, Texas",2016,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Lewisville, TX",2016
1792891,1195,889,27,Sea Ray.270 Sundeck Outboard,MarineMax Norwalk,"Norwalk, Connecticut",2016,27,Sea Ray 270 Sundeck Outboard,"MarineMax Inc.
   ","Norwalk, CT",2016
1793127,1196,875,27,Sea Ray.270 Sundeck Outboard,MarineMax Russo Danvers,"Danvers, Massachusetts",2016,27,Sea Ray 270 Sundeck Outboard,"MarineMax Inc.
   ","Danvers, MA",2016
1793358,1197,856,27,Sea Ray.270 Sundeck,MarineMax Westbrook,"Westbrook, Connecticut",2016,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Westbrook, CT",2016
1793394,1197,892,27,Sea Ray.270 Sundeck,MarineMax Westbrook,"Westbrook, Connecticut",2016,27,Sea Ray 270 Sundeck Outboard,"MarineMax Inc.
   ","Westbrook, CT",2016
1793613,1198,861,27,Sea Ray.270 Sundeck,MarineMax Buford,"Buford, Georgia",2016,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Buford, GA",2016
1793884,1199,882,27,Sea Ray.270 Sundeck Outboard,MarineMax Cumming,"Cumming, Georgia",2016,27,Sea Ray 270 Sundeck Outboard,"MarineMax Inc.
   ","Cumming, GA",2016
1794109,1200,857,27,Sea Ray.270 Sundeck,MarineMax Dallas,"Lewisville, Texas",2016,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Lewisville, TX",2016
1794110,1200,858,27,Sea Ray.270 Sundeck,MarineMax Dallas,"Lewisville, Texas",2016,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Lewisville, TX",2016
1794367,1201,865,27,Sea Ray.270 Sundeck,MarineMax Osage Beach,"Osage Beach, Missouri",2016,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Osage Beach, MO",2016
1794628,1202,876,27,Sea Ray.270 Sundeck,Sea Ray of Cincinnati,"Cincinnati, Ohio",2017,27,Sea Ray 270 Sundeck,"Sea Ray of Cincinnati
   ","Cincinnati, OH",2017
1795132,1204,880,27,Sea Ray.270 Sundeck Outboard,MarineMax Ft. Myers,"Ft. Myers, Florida",2016,27,Sea Ray 270 Sundeck Outboard,"MarineMax Inc.
   ","Ft. Myers, FL",2016
1795602,1206,850,27,Sea Ray.270 SLX,MarineMax Long Island,"Lindenhurst, New York",2011,27,Sea Ray 270 SLX,"MarineMax Inc.
   ","Lindenhurst, NY",2011
1795850,1207,848,27,Sea Ray.270 SLX,Brennan Boat Company & Marina,"BRICK, New Jersey",2011,27,Sea Ray 270 SLX,"Brennan Boat Company & Marina
   ","BRICK, NJ",2011
1796104,1208,852,27,Sea Ray.270 SLX,MarineMax Pompano,"Pompano Beach, Florida",2014,27,Sea Ray 270 SLX,"MarineMax Inc.
   ","Pompano Beach, FL",2014
1796351,1209,849,27,Sea Ray.270 SLX,MarineMax Ft. Myers,"Ft. Myers, Florida",2013,27,Sea Ray 270 SLX,"MarineMax Inc.
   ","Ft. Myers, FL",2013
1796625,1210,873,27,Sea Ray.270 Sundeck,"B & E Marine, Inc.","Michigan City, Indiana",2015,27,Sea Ray 270 Sundeck,"B & E Marine, Inc.
   ","Michigan City, IN",2015
1796874,1211,872,27,Sea Ray.270 Sundeck,MarineMax Clearwater,"Clearwater, Florida",2015,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Clearwater, FL",2015
